TRIPID,PERSID,HHID,TRIPNO,STARTHOUR,STARTIME,ORIGCCD,ORIGSLA,ORIGLGA,ORIGPLACE1,ORIGPLACE2,ORIGPURP1,ORIGPURP2,ARRHOUR,ARRTIME,DESTCCD,DESTSLA,DESTLGA,DESTPLACE1,DESTPLACE2,DESTPURP1,DESTPURP2,CUMDIST,DEPHOUR,DEPTIME,LINKMODE,TRIPTIME,TRAVTIME,WAITIME,DURATION,TRAVELPERIOD,TRIPPURP,Mode_Group,ADTRIPWGT,WDTRIPWGT,WETRIPWGT
Y09H144326P02T03,Y09H144326P02,Y09H144326,3,9,555,2111112,South Barwon - Inner,Greater Geelong (C),Place of Education,Childcare,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,9,575,2101205,Surf Coast (S) - East,Surf Coast (S),Accommodation,Someone Else's Home,Pick-up or Deliver Something,Something picked-up or delivered for home,17.77,9,577,Vehicle Driver,20,20,0,2,Off Peak,Pickup/Deliver Something,Vehicle Driver,51.87065729,74.1786763, 
Y09H144326P02T04,Y09H144326P02,Y09H144326,4,9,577,2101205,Surf Coast (S) - East,Surf Coast (S),Accommodation,Someone Else's Home,Pick-up or Deliver Something,Something picked-up or delivered for home,10,600,2111004,South Barwon - Inner,Greater Geelong (C),Shops,Shopping Centre,Buy Something,Bought something,20.05,11,660,Vehicle Driver,23,23,0,60,Off Peak,Buy Something,Vehicle Driver,51.87065729,74.1786763, 
Y09H144428P03T01,Y09H144428P03,Y09H144428,1,9,540,2111401,South Barwon - Inner,Greater Geelong (C),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),9,555,2101007,Surf Coast (S) - East,Surf Coast (S),Transport Feature,On-Street Feature,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,13.78,9,557,Vehicle Driver,15,15,0,2,Off Peak,Pickup/Dropoff Someone,Vehicle Driver,67.59919905, ,197.1893908
Y09H144428P03T02,Y09H144428P03,Y09H144428,2,9,557,2101007,Surf Coast (S) - East,Surf Coast (S),Transport Feature,On-Street Feature,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,9,560,2101207,Surf Coast (S) - East,Surf Coast (S),Shops,Fast Food,Social,Ate or drank,1.44,9,565,Vehicle Driver,3,3,0,5,Off Peak,Social,Vehicle Driver,67.59919905, ,197.1893908
Y09H144428P03T03,Y09H144428P03,Y09H144428,3,9,565,2101207,Surf Coast (S) - East,Surf Coast (S),Shops,Fast Food,Social,Ate or drank,9,585,2111010,South Barwon - Inner,Greater Geelong (C),Workplace,My Workplace,Work Related,Own Workplace,16.44,16,970,Vehicle Driver,20,20,0,385,Off Peak,Work Related,Vehicle Driver,67.59919905, ,197.1893908
Y09H144435P03T04,Y09H144435P03,Y09H144435,4,11,660,2111502,Bellarine - Inner,Greater Geelong (C),Accommodation,Someone Else's Home,Pick-up or Deliver Something,Something picked-up or delivered for home,11,700,2101404,Surf Coast (S) - West,Surf Coast (S),Accommodation,Someone Else's Home,Social,Visited someone,38.02,12,720,Vehicle Passenger,40,40,0,20,Off Peak,Social,Vehicle Passenger,94.83085199, ,294.0178577
Y09H144435P03T05,Y09H144435P03,Y09H144435,5,12,720,2101404,Surf Coast (S) - West,Surf Coast (S),Accommodation,Someone Else's Home,Social,Visited someone,12,760,2101109,Colac-Otway (S) - North,Colac-Otway (S),Accommodation,Someone Else's Home,Buy Something,Bought something,49.5,13,810,Vehicle Passenger,40,40,0,50,Off Peak,Buy Something,Vehicle Passenger,94.83085199, ,294.0178577
Y09H144623P02T01,Y09H144623P02,Y09H144623,1,12,720,2101003,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,12,765,2110805,Geelong,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,21.8,N/A,N/A,Vehicle Driver,45,45,0,N/A,Off Peak,Work Related,Vehicle Driver,210.5052515,220.2857679, 
Y09H144718P02T02,Y09H144718P02,Y09H144718,2,8,495,2112810,Bellarine - Inner,Greater Geelong (C),Accommodation,Someone Else's Home,Pick-up or Deliver Something,Something picked-up or delivered for home,8,530,2101003,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,23.21,21,1270,Vehicle Driver,35,35,0,740,AM Peak (7am to 9am),Work Related,Vehicle Driver,109.5090561,166.6439103, 
Y09H144718P02T03,Y09H144718P02,Y09H144718,3,21,1270,2101003,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,21,1300,2112810,Bellarine - Inner,Greater Geelong (C),Accommodation,Someone Else's Home,Pick-up or Deliver Something,Something picked-up or delivered for home,23.21,21,1308,Vehicle Driver,30,30,0,8,Off Peak,Pickup/Deliver Something,Vehicle Driver,109.5090561,166.6439103, 
Y09H145029P02T01,Y09H145029P02,Y09H145029,1,6,390,2111005,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,7,420,2101205,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,16.73,19,1140,Vehicle Driver,30,30,0,720,Off Peak,Work Related,Vehicle Driver,145.7405056,225.9264247, 
Y09H145029P02T02,Y09H145029P02,Y09H145029,2,19,1140,2101205,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,19,1160,2111005,South Barwon - Inner,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,16.75,N/A,N/A,Vehicle Driver,20,20,0,N/A,Off Peak,Work Related,Vehicle Driver,145.7405056,225.9264247, 
Y09H145111P02T03,Y09H145111P02,Y09H145111,3,17,1020,2110104,Geelong West,Greater Geelong (C),Recreational Place,Other Indoor Sport,Recreational,Participated in sport,17,1050,2101205,Surf Coast (S) - East,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,23.07,N/A,N/A,Vehicle Passenger,30,30,0,N/A,PM Peak (3pm to 6pm),Personal Business,Vehicle Passenger,50.03295213,71.96438971, 
Y09H145219P01T01,Y09H145219P01,Y09H145219,1,11,705,2110107,Geelong West,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,12,765,2101307,Surf Coast (S) - West,Surf Coast (S),Shops,Craft or Hobby,Social,Visited someone,39.3,13,825,Vehicle Driver,60,60,0,60,Off Peak,Social,Vehicle Driver,44.75633438,74.22137098, 
Y09H145219P01T02,Y09H145219P01,Y09H145219,2,13,825,2101307,Surf Coast (S) - West,Surf Coast (S),Shops,Craft or Hobby,Social,Visited someone,14,855,2100106,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,11.92,15,900,Vehicle Driver,30,30,0,45,Off Peak,Social,Vehicle Driver,44.75633438,74.22137098, 
Y09H145219P01T03,Y09H145219P01,Y09H145219,3,15,900,2100106,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,16,975,2110107,Geelong West,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,51.09,18,1080,Vehicle Driver,75,75,0,105,PM Peak (3pm to 6pm),Social,Vehicle Driver,44.75633438,74.22137098, 
Y09H145219P02T01,Y09H145219P02,Y09H145219,1,11,705,2110107,Geelong West,Greater Geelong (C),Accommodation,Survey Home,At Home,At home,12,765,2101307,Surf Coast (S) - West,Surf Coast (S),Shops,Craft or Hobby,Social,Visited someone,39.3,13,825,Vehicle Passenger,60,60,0,60,Off Peak,Social,Vehicle Passenger,53.79165644,88.80506251, 
Y09H145219P02T02,Y09H145219P02,Y09H145219,2,13,825,2101307,Surf Coast (S) - West,Surf Coast (S),Shops,Craft or Hobby,Social,Visited someone,14,855,2100106,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,11.92,15,900,Vehicle Passenger,30,30,0,45,Off Peak,Social,Vehicle Passenger,53.79165644,88.80506251, 
Y09H145219P02T03,Y09H145219P02,Y09H145219,3,15,900,2100106,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,16,975,2110107,Geelong West,Greater Geelong (C),Accommodation,Survey Home,Go Home,Go home,51.09,N/A,N/A,Vehicle Passenger,75,75,0,N/A,PM Peak (3pm to 6pm),Social,Vehicle Passenger,53.79165644,88.80506251, 
Y09H145234P01T02,Y09H145234P01,Y09H145234,2,10,645,2110107,Geelong West,Greater Geelong (C),Accommodation,Someone Else's Home,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,12,750,2100112,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Park,Recreational,Other recreational (eg. exercise),66.26,13,780,Vehicle Driver,105,105,0,30,Off Peak,Recreational,Vehicle Driver,48.34230777, ,133.7291973
Y09H145234P01T03,Y09H145234P01,Y09H145234,3,13,780,2100112,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Park,Recreational,Other recreational (eg. exercise),14,840,2101507,Colac-Otway (S) - South,Colac-Otway (S),Accommodation,Someone Else's Home,Personal Business,Stayed overnight,45.57,N/A,N/A,Vehicle Driver,60,60,0,N/A,Off Peak,Personal Business,Vehicle Driver,48.34230777, ,133.7291973
Y09H011512P01T05,Y09H011512P01,Y09H011512,5,17,1050,2281202,Port Phillip (C) - West,Port Phillip (C),Accommodation,Survey Home,At Home,At home,19,1140,2100106,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,Stayed overnight,118.97,N/A,N/A,Vehicle Driver,90,90,0,N/A,PM Peak (3pm to 6pm),Personal Business,Vehicle Driver,127.2733532,169.4364381, 
Y09H011512P02T05,Y09H011512P02,Y09H011512,5,17,1050,2281202,Port Phillip (C) - West,Port Phillip (C),Accommodation,Survey Home,At Home,At home,19,1140,2100106,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,Stayed overnight,118.97,N/A,N/A,Vehicle Passenger,90,90,0,N/A,PM Peak (3pm to 6pm),Personal Business,Vehicle Passenger,144.3282183,189.2471097, 
Y09H012227P02T05,Y09H012227P02,Y09H012227,5,20,1200,2291710,Yarra (C) - North,Yarra (C),Accommodation,Survey Home,At Home,At home,22,1320,2100110,Surf Coast (S) - West,Surf Coast (S),Accommodation,Someone Else's Home,Personal Business,Stayed overnight,125.58,N/A,N/A,Vehicle Driver,120,120,0,N/A,Off Peak,Personal Business,Vehicle Driver,200.2834371, ,614.5848348
Y09H013127P01T04,Y09H013127P01,Y09H013127,4,11,705,2290705,Melbourne (C) - Remainder,Melbourne (C),Social Place,Restaurant or Cafe,Social,Ate or drank,14,840,2100106,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,140.72,20,1200,Vehicle Driver,135,135,0,360,Off Peak,Personal Business,Vehicle Driver,51.96317484, ,170.5788172
Y09H013127P01T05,Y09H013127P01,Y09H013127,5,20,1200,2100106,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,20,1210,2100104,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,2.57,21,1290,Vehicle Passenger,10,10,0,80,Off Peak,Social,Vehicle Passenger,51.96317484, ,170.5788172
Y09H013127P01T06,Y09H013127P01,Y09H013127,6,21,1290,2100104,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,21,1300,2100106,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,2.57,N/A,N/A,Vehicle Passenger,10,10,0,N/A,Off Peak,Personal Business,Vehicle Passenger,51.96317484, ,170.5788172
Y09H013127P02T04,Y09H013127P02,Y09H013127,4,11,705,2290705,Melbourne (C) - Remainder,Melbourne (C),Social Place,Restaurant or Cafe,Social,Ate or drank,14,840,2100106,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,140.72,20,1200,Vehicle Passenger,135,135,0,360,Off Peak,Personal Business,Vehicle Passenger,50.14524194, ,161.7005735
Y09H013127P02T05,Y09H013127P02,Y09H013127,5,20,1200,2100106,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,20,1210,2100104,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,2.57,21,1290,Vehicle Driver,10,10,0,80,Off Peak,Social,Vehicle Driver,50.14524194, ,161.7005735
Y09H013127P02T06,Y09H013127P02,Y09H013127,6,21,1290,2100104,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,21,1300,2100106,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,2.57,N/A,N/A,Vehicle Driver,10,10,0,N/A,Off Peak,Personal Business,Vehicle Driver,50.14524194, ,161.7005735
Y09H013139P02T01,Y09H013139P02,Y09H013139,1,10,600,2100107,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),12,720,2291702,Yarra (C) - North,Yarra (C),Accommodation,Survey Home,Go Home,Go home,141.11,13,795,Vehicle Driver,120,120,0,75,Off Peak,Unknown Purpose (at start of day),Vehicle Driver,46.30982705,86.87029999, 
Y09H022303P03T01,Y09H022303P03,Y09H022303,1,12,750,2101405,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),13,810,2121110,Wyndham (C) - North,Wyndham (C),Shops,Fast Food,Social,Ate or drank,67.12,14,840,Vehicle Passenger,60,60,0,30,Off Peak,Social,Vehicle Passenger,138.0095542,181.5346896, 
Y09H024312P03T04,Y09H024312P03,Y09H024312,4,19,1180,2301210,Hobsons Bay (C) - Williamstown,Hobsons Bay (C),Shops,Petrol Station,Buy Something,Bought something,21,1275,2101407,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,123.37,23,1410,Vehicle Driver,95,95,0,135,Off Peak,Social,Vehicle Driver,85.43222501,117.6514241, 
Y09H024312P03T05,Y09H024312P03,Y09H024312,5,23,1410,2101407,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,24,1440,2100103,Surf Coast (S) - West,Surf Coast (S),Accommodation,Someone Else's Home,Personal Business,Stayed overnight,38.86,N/A,N/A,Vehicle Driver,30,30,0,N/A,Off Peak,Personal Business,Vehicle Driver,85.43222501,117.6514241, 
Y09H032210P01T01,Y09H032210P01,Y09H032210,1,14,840,2100111,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),15,945,2130801,Brimbank (C) - Sunshine,Brimbank (C),Accommodation,Survey Home,Go Home,Go home,111,N/A,N/A,Vehicle Driver,105,105,0,N/A,Off Peak,Unknown Purpose (at start of day),Vehicle Driver,185.0075838,252.5699797, 
Y09H032210P02T01,Y09H032210P02,Y09H032210,1,14,840,2100111,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),15,945,2130801,Brimbank (C) - Sunshine,Brimbank (C),Accommodation,Survey Home,Go Home,Go home,111,N/A,N/A,Vehicle Passenger,105,105,0,N/A,Off Peak,Unknown Purpose (at start of day),Vehicle Passenger,256.979747,349.2524322, 
Y09H035002P01T01,Y09H035002P01,Y09H035002,1,11,660,2101206,Surf Coast (S) - East,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),11,685,2110802,Geelong,Greater Geelong (C),Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,16.36,12,765,Vehicle Passenger,25,25,0,80,Off Peak,Personal Business,Vehicle Passenger,85.71152408,123.9707154, 
Y09H035002P01T02,Y09H035002P01,Y09H035002,2,12,765,2110802,Geelong,Greater Geelong (C),Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,13,785,2101206,Surf Coast (S) - East,Surf Coast (S),Accommodation,Caravan Park,Personal Business,Stayed overnight,18.52,N/A,N/A,Vehicle Passenger,20,20,0,N/A,Off Peak,Personal Business,Vehicle Passenger,85.71152408,123.9707154, 
Y09H035002P02T01,Y09H035002P02,Y09H035002,1,11,660,2101206,Surf Coast (S) - East,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),11,685,2110802,Geelong,Greater Geelong (C),Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,16.36,12,765,Vehicle Passenger,25,25,0,80,Off Peak,Personal Business,Vehicle Passenger,91.98681539,131.043098, 
Y09H035002P02T02,Y09H035002P02,Y09H035002,2,12,765,2110802,Geelong,Greater Geelong (C),Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,13,785,2101206,Surf Coast (S) - East,Surf Coast (S),Accommodation,Caravan Park,Personal Business,Stayed overnight,18.52,N/A,N/A,Vehicle Passenger,20,20,0,N/A,Off Peak,Personal Business,Vehicle Passenger,91.98681539,131.043098, 
Y09H035002P03T01,Y09H035002P03,Y09H035002,1,11,660,2101206,Surf Coast (S) - East,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),11,685,2110802,Geelong,Greater Geelong (C),Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,16.36,12,765,Vehicle Passenger,25,25,0,80,Off Peak,Personal Business,Vehicle Passenger,95.37177394,141.368649, 
Y09H035002P03T02,Y09H035002P03,Y09H035002,2,12,765,2110802,Geelong,Greater Geelong (C),Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,13,785,2101206,Surf Coast (S) - East,Surf Coast (S),Accommodation,Caravan Park,Personal Business,Stayed overnight,18.52,N/A,N/A,Vehicle Passenger,20,20,0,N/A,Off Peak,Personal Business,Vehicle Passenger,95.37177394,141.368649, 
Y09H035002P04T01,Y09H035002P04,Y09H035002,1,11,660,2101206,Surf Coast (S) - East,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),11,685,2110802,Geelong,Greater Geelong (C),Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,16.36,12,765,Vehicle Passenger,25,25,0,80,Off Peak,Personal Business,Vehicle Passenger,89.36736519,127.4496133, 
Y09H035002P04T02,Y09H035002P04,Y09H035002,2,12,765,2110802,Geelong,Greater Geelong (C),Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,13,785,2101206,Surf Coast (S) - East,Surf Coast (S),Accommodation,Caravan Park,Personal Business,Stayed overnight,18.52,N/A,N/A,Vehicle Passenger,20,20,0,N/A,Off Peak,Personal Business,Vehicle Passenger,89.36736519,127.4496133, 
Y09H044342P02T01,Y09H044342P02,Y09H044342,1,18,1080,2100109,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),18,1085,2100112,Surf Coast (S) - West,Surf Coast (S),Shops,Fast Food,Social,Ate or drank,1.38,18,1095,Vehicle Driver,5,5,0,10,Off Peak,Social,Vehicle Driver,84.39207487, ,360.0275705
Y09H044342P02T02,Y09H044342P02,Y09H044342,2,18,1095,2100112,Surf Coast (S) - West,Surf Coast (S),Shops,Fast Food,Social,Ate or drank,19,1145,2110804,Geelong,Greater Geelong (C),Shops,Petrol Station,Social,Ate or drank,65.25,19,1150,Vehicle Driver,50,50,0,5,Off Peak,Social,Vehicle Driver,84.39207487, ,360.0275705
Y09H052206P02T01,Y09H052206P02,Y09H052206,1,10,600,2100112,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),10,610,2100112,Surf Coast (S) - West,Surf Coast (S),Shops,Clothes & Shoes,Social,Visited someone,0.7,10,630,Walking,10,10,0,20,Off Peak,Social,Walking,111.4646545, ,347.643144
Y09H052206P02T02,Y09H052206P02,Y09H052206,2,10,630,2100112,Surf Coast (S) - West,Surf Coast (S),Shops,Clothes & Shoes,Social,Visited someone,10,635,2100112,Surf Coast (S) - West,Surf Coast (S),Shops,Homeware,Buy Something,Bought something,0.26,11,660,Walking,5,5,0,25,Off Peak,Buy Something,Walking,111.4646545, ,347.643144
Y09H052206P02T03,Y09H052206P02,Y09H052206,3,11,660,2100112,Surf Coast (S) - West,Surf Coast (S),Shops,Homeware,Buy Something,Bought something,11,668,2100112,Surf Coast (S) - West,Surf Coast (S),Accommodation,Someone Else's Home,Personal Business,Stayed overnight,0.54,N/A,N/A,Walking,8,8,0,N/A,Off Peak,Personal Business,Walking,111.4646545, ,347.643144
Y09H052206P03T01,Y09H052206P03,Y09H052206,1,19,1170,2100112,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),19,1180,2100112,Surf Coast (S) - West,Surf Coast (S),Shops,Food Store,Social,Ate or drank,0.61,20,1200,Walking,10,10,0,20,Off Peak,Social,Walking,150.5224097, ,480.7988664
Y09H052206P03T02,Y09H052206P03,Y09H052206,2,20,1200,2100112,Surf Coast (S) - West,Surf Coast (S),Shops,Food Store,Social,Ate or drank,20,1210,2100112,Surf Coast (S) - West,Surf Coast (S),Accommodation,Someone Else's Home,Personal Business,Stayed overnight,0.61,N/A,N/A,Walking,10,10,0,N/A,Off Peak,Personal Business,Walking,150.5224097, ,480.7988664
Y09H053325P01T01,Y09H053325P01,Y09H053325,1,11,660,2100112,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),12,720,2100106,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,19.94,12,750,Vehicle Driver,60,60,0,30,Off Peak,Social,Vehicle Driver,113.8863752,183.2159168, 
Y09H053325P01T02,Y09H053325P01,Y09H053325,2,12,750,2100106,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,13,780,2101308,Surf Coast (S) - West,Surf Coast (S),Transport Feature,On-Street Feature,Recreational,Recreational (NEC),13.9,13,825,Vehicle Driver,30,30,0,45,Off Peak,Recreational,Vehicle Driver,113.8863752,183.2159168, 
Y09H053325P01T03,Y09H053325P01,Y09H053325,3,13,825,2101308,Surf Coast (S) - West,Surf Coast (S),Transport Feature,On-Street Feature,Recreational,Recreational (NEC),15,900,2100112,Surf Coast (S) - West,Surf Coast (S),Accommodation,Hotel or Motel,Personal Business,At other house,29.63,15,915,Vehicle Driver,75,75,0,15,Off Peak,Personal Business,Vehicle Driver,113.8863752,183.2159168, 
Y09H053325P01T04,Y09H053325P01,Y09H053325,4,15,915,2100112,Surf Coast (S) - West,Surf Coast (S),Accommodation,Hotel or Motel,Personal Business,At other house,15,920,2100109,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),0.58,17,1040,Walking,5,5,0,120,PM Peak (3pm to 6pm),Recreational,Walking,113.8863752,183.2159168, 
Y09H053325P01T05,Y09H053325P01,Y09H053325,5,17,1040,2100109,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),17,1050,2100112,Surf Coast (S) - West,Surf Coast (S),Accommodation,Hotel or Motel,Personal Business,Stayed overnight,0.55,N/A,N/A,Walking,10,10,0,N/A,PM Peak (3pm to 6pm),Personal Business,Walking,113.8863752,183.2159168, 
Y09H053325P02T01,Y09H053325P02,Y09H053325,1,11,660,2100104,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),12,720,2100106,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,20.92,12,750,Vehicle Passenger,60,60,0,30,Off Peak,Social,Vehicle Passenger,119.4755893,191.1884719, 
Y09H053325P02T02,Y09H053325P02,Y09H053325,2,12,750,2100106,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,12,765,2101307,Surf Coast (S) - West,Surf Coast (S),Shops,Petrol Station,Recreational,Recreational (NEC),12.89,12,765,Vehicle Passenger,15,15,0,0,Off Peak,Recreational,Vehicle Passenger,119.4755893,191.1884719, 
Y09H053325P02T03,Y09H053325P02,Y09H053325,3,12,765,2101307,Surf Coast (S) - West,Surf Coast (S),Shops,Petrol Station,Recreational,Recreational (NEC),13,780,2101308,Surf Coast (S) - West,Surf Coast (S),Transport Feature,On-Street Feature,Recreational,Recreational (NEC),1.01,13,825,Walking,15,15,0,45,Off Peak,Recreational,Walking,119.4755893,191.1884719, 
Y09H053325P02T04,Y09H053325P02,Y09H053325,4,13,825,2101308,Surf Coast (S) - West,Surf Coast (S),Transport Feature,On-Street Feature,Recreational,Recreational (NEC),14,840,2101307,Surf Coast (S) - West,Surf Coast (S),Shops,Petrol Station,Accompany Someone,Accompanied someone,1.09,14,840,Walking,15,15,0,0,Off Peak,Accompany Someone,Walking,119.4755893,191.1884719, 
Y09H053325P02T05,Y09H053325P02,Y09H053325,5,14,840,2101307,Surf Coast (S) - West,Surf Coast (S),Shops,Petrol Station,Accompany Someone,Accompanied someone,15,900,2100112,Surf Coast (S) - West,Surf Coast (S),Accommodation,Hotel or Motel,Personal Business,At other house,28.54,15,915,Vehicle Passenger,60,60,0,15,Off Peak,Personal Business,Vehicle Passenger,119.4755893,191.1884719, 
Y09H053325P02T06,Y09H053325P02,Y09H053325,6,15,915,2100112,Surf Coast (S) - West,Surf Coast (S),Accommodation,Hotel or Motel,Personal Business,At other house,15,920,2100112,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Recreational (NEC),0.5,17,1040,Walking,5,5,0,120,PM Peak (3pm to 6pm),Recreational,Walking,119.4755893,191.1884719, 
Y09H053325P02T07,Y09H053325P02,Y09H053325,7,17,1040,2100112,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Recreational (NEC),17,1050,2100112,Surf Coast (S) - West,Surf Coast (S),Accommodation,Hotel or Motel,Personal Business,Stayed overnight,0.54,N/A,N/A,Walking,10,10,0,N/A,PM Peak (3pm to 6pm),Personal Business,Walking,119.4755893,191.1884719, 
Y09H062534P01T01,Y09H062534P01,Y09H062534,1,7,450,2101307,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),7,455,2101307,Surf Coast (S) - West,Surf Coast (S),Shops,Petrol Station,Buy Something,Bought something,0.52,7,460,Walking,5,5,0,5,Off Peak,Buy Something,Walking,81.80477036, ,235.7633108
Y09H062534P01T02,Y09H062534P01,Y09H062534,2,7,460,2101307,Surf Coast (S) - West,Surf Coast (S),Shops,Petrol Station,Buy Something,Bought something,7,465,2101307,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,0.56,10,630,Walking,5,5,0,165,Off Peak,Personal Business,Walking,81.80477036, ,235.7633108
Y09H062534P01T03,Y09H062534P01,Y09H062534,3,10,630,2101307,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,10,635,2101308,Surf Coast (S) - West,Surf Coast (S),Social Place,Club,Personal Business,Personal business (eg banking),1.06,10,655,Walking,5,5,0,20,Off Peak,Personal Business,Walking,81.80477036, ,235.7633108
Y09H062534P01T04,Y09H062534P01,Y09H062534,4,10,655,2101308,Surf Coast (S) - West,Surf Coast (S),Social Place,Club,Personal Business,Personal business (eg banking),11,660,2101307,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,1.06,12,745,Walking,5,5,0,85,Off Peak,Personal Business,Walking,81.80477036, ,235.7633108
